dataset,subject,trial,speed_mps,file_matched,file_full,load_ok,load_fail_reason,muscles_available,n_strides_matched,n_points,n_strides_full,file_matched_resolved,file_full_resolved,common_muscles_global,reference_speed_mps,n_speeds_in_group,muscles_used,n_muscles_used,group_ok,is_reference,ok,fail_reason,notes
santuz,P0006,1,3.2,data/processed/santuz/vanhooren_like/FILT_EMG_P0006_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0006_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,3.2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0006,2,3.2,data/processed/santuz/vanhooren_like/FILT_EMG_P0006_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0006_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,3.2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0007,1,2.5,data/processed/santuz/vanhooren_like/FILT_EMG_P0007_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0007_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.5,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0007,2,2.5,data/processed/santuz/vanhooren_like/FILT_EMG_P0007_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0007_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.5,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0008,1,3.1,data/processed/santuz/vanhooren_like/FILT_EMG_P0008_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0008_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,3.1,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0008,2,3.1,data/processed/santuz/vanhooren_like/FILT_EMG_P0008_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0008_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,3.1,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0009,1,2.7,data/processed/santuz/vanhooren_like/FILT_EMG_P0009_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0009_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.7,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0009,2,2.7,data/processed/santuz/vanhooren_like/FILT_EMG_P0009_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0009_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.7,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0010,1,2.5,data/processed/santuz/vanhooren_like/FILT_EMG_P0010_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0010_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.5,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0010,2,2.5,data/processed/santuz/vanhooren_like/FILT_EMG_P0010_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0010_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.5,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0011,1,2.5,data/processed/santuz/vanhooren_like/FILT_EMG_P0011_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0011_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.5,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0011,2,2.5,data/processed/santuz/vanhooren_like/FILT_EMG_P0011_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0011_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.5,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0012,1,2.5,data/processed/santuz/vanhooren_like/FILT_EMG_P0012_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0012_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.5,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0012,2,2.5,data/processed/santuz/vanhooren_like/FILT_EMG_P0012_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0012_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.5,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0013,1,2.2,data/processed/santuz/vanhooren_like/FILT_EMG_P0013_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0013_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0013,2,2.2,data/processed/santuz/vanhooren_like/FILT_EMG_P0013_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0013_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0014,1,2.4,data/processed/santuz/vanhooren_like/FILT_EMG_P0014_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0014_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.4,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0014,2,2.4,data/processed/santuz/vanhooren_like/FILT_EMG_P0014_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0014_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.4,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0015,1,2.2,data/processed/santuz/vanhooren_like/FILT_EMG_P0015_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0015_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0015,2,2.2,data/processed/santuz/vanhooren_like/FILT_EMG_P0015_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0015_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0016,1,2,data/processed/santuz/vanhooren_like/FILT_EMG_P0016_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0016_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0016,2,2,data/processed/santuz/vanhooren_like/FILT_EMG_P0016_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0016_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0017,1,2.2,data/processed/santuz/vanhooren_like/FILT_EMG_P0017_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0017_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0017,2,2.2,data/processed/santuz/vanhooren_like/FILT_EMG_P0017_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0017_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0018,1,2,data/processed/santuz/vanhooren_like/FILT_EMG_P0018_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0018_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0018,2,2,data/processed/santuz/vanhooren_like/FILT_EMG_P0018_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0018_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0019,1,2.2,data/processed/santuz/vanhooren_like/FILT_EMG_P0019_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0019_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0019,2,2.2,data/processed/santuz/vanhooren_like/FILT_EMG_P0019_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0019_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0020,1,2,data/processed/santuz/vanhooren_like/FILT_EMG_P0020_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0020_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0020,2,2,data/processed/santuz/vanhooren_like/FILT_EMG_P0020_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0020_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
